dataset,model,layer,heldout,seed,method,auroc,id_acc
goemotions,gemma,12,2,1,MSP,0.4827875313986425,0.11992945326278659
goemotions,gemma,12,2,1,kNN,0.5354069798514244,0.11992945326278659
goemotions,gemma,12,2,1,LPE -var,0.551948051948052,0.11992945326278659
goemotions,gemma,12,2,2,GPP neg-latent-var,0.4628076398909732,0.10405643738977072
goemotions,gemma,12,2,2,GPP -MI,0.4646214125380792,0.10405643738977072
goemotions,gemma,12,2,2,Maha,0.5418136390358612,0.10405643738977072
goemotions,gemma,12,2,2,MSP,0.4761637539415317,0.10405643738977072
goemotions,gemma,12,2,2,kNN,0.5299122174122175,0.10405643738977072
goemotions,gemma,12,2,2,LPE -var,0.5648331863609641,0.10405643738977072
goemotions,gemma,12,1,0,GPP neg-latent-var,0.4627361058759476,0.15083553210202286
goemotions,gemma,12,1,0,GPP -MI,0.45887430023313935,0.15083553210202286
goemotions,gemma,12,1,0,Maha,0.48976002010302805,0.15083553210202286
goemotions,gemma,12,1,0,MSP,0.5719451075651604,0.15083553210202286
goemotions,gemma,12,1,0,kNN,0.4795828621686142,0.15083553210202286
goemotions,gemma,12,1,0,LPE -var,0.49102343957225225,0.15083553210202286
goemotions,gemma,12,1,1,GPP neg-latent-var,0.4626663036953274,0.11609498680738786
goemotions,gemma,12,1,1,GPP -MI,0.45966480992866215,0.11609498680738786
goemotions,gemma,12,1,1,Maha,0.4976371961860089,0.11609498680738786
goemotions,gemma,12,1,1,MSP,0.49757786433248175,0.11609498680738786
goemotions,gemma,12,1,1,kNN,0.47817983833814964,0.11609498680738786
goemotions,gemma,12,1,1,LPE -var,0.48762058326702123,0.11609498680738786
goemotions,gemma,12,1,2,GPP neg-latent-var,0.4621358071226145,0.10993843447669305
goemotions,gemma,12,1,2,GPP -MI,0.4590418254666276,0.10993843447669305
goemotions,gemma,12,1,2,Maha,0.5038181792799207,0.10993843447669305
goemotions,gemma,12,1,2,MSP,0.5319868492691711,0.10993843447669305
goemotions,gemma,12,1,2,kNN,0.4821760131786518,0.10993843447669305
goemotions,gemma,12,1,2,LPE -var,0.4960806075581801,0.10993843447669305
goemotions,gemma,12,10,0,GPP neg-latent-var,0.5195123635861307,0.14741907261592302
goemotions,gemma,12,10,0,GPP -MI,0.5085551257847156,0.14741907261592302
goemotions,gemma,12,10,0,Maha,0.4205307669874599,0.14741907261592302
goemotions,gemma,12,10,0,MSP,0.48322358827953527,0.14741907261592302
goemotions,gemma,12,10,0,kNN,0.4195791315559239,0.14741907261592302
goemotions,gemma,12,10,0,LPE -var,0.453972310478734,0.14741907261592302
goemotions,gemma,12,10,1,GPP neg-latent-var,0.5189175914414207,0.1010498687664042
goemotions,gemma,12,10,1,GPP -MI,0.5120489324799312,0.1010498687664042
goemotions,gemma,12,10,1,Maha,0.4417660511734279,0.1010498687664042
goemotions,gemma,12,10,1,MSP,0.5013660573130113,0.1010498687664042
goemotions,gemma,12,10,1,kNN,0.4196558763487897,0.1010498687664042
goemotions,gemma,12,10,1,LPE -var,0.460438059277678,0.1010498687664042
goemotions,gemma,12,10,2,GPP neg-latent-var,0.517969793249528,0.11329833770778652
goemotions,gemma,12,10,2,GPP -MI,0.5110205522555296,0.11329833770778652
goemotions,gemma,12,10,2,Maha,0.4215054258568556,0.11329833770778652
